"number","title","pageid","namespace","length","touched"
"538","Orion_(constellation)","153797","","52828","20260323150731"
"539","Heliacal_rising","153961","","13500","20251007150007"
"540","Karl_Schwarzschild","157550","","31535","20260205182756"
"541","Saturnalia","157592","","60371","20260228190539"
"542","Meteor_shower","157819","","56632","20251215131217"
"543","Eta_Canis_Majoris","158142","","14602","20260310172628"
"544","Cepheid_variable","158530","","39200","20251024220439"
"545","Ekpyrotic_universe","158717","","9777","20251205194630"
"546","Western_astrology","159668","","51247","20260218234920"
"547","Chinese_astrology","159669","","22203","20260304020339"
"548","Manitoulin_Island","159990","","17692","20260208222034"
"549","Ephemeris","160332","","16230","20260325105151"
"550","House_(astrology)","160338","","44304","20260220133028"
"551","Orion_(mythology)","163895","","53628","20260320213848"
"552","Atmospheric_waveguide","164571","","1311","20241213175301"
"553","Jodrell_Bank_Observatory","165320","","50116","20251126202141"
"554","Cosmos_1","166134","","12158","20250915053234"
"555","The_Planetary_Society","166135","","39271","20260322031747"
"556","Twin_Earth_thought_experiment","167390","","10528","20260327100545"
"557","Epsilon_Eridani","167664","","124758","20260314213518"
"558","Sleeper_ship","168185","","7080","20251209092100"
"559","Beta_Tauri","168258","","16844","20260310171842"
"560","Trillian_(character)","168977","","11552","20251117225103"
"561","Acrux","169197","","30055","20260321204231"
"562","Monoceros","169312","","14273","20260304201637"
"563","James_Bradley","170095","","15952","20260204074328"
"564","Supergiant","170853","","40588","20260206032555"
"565","Subaru_Telescope","171526","","21184","20251201000144"
"566","Lee_Smolin","171915","","27989","20260310204905"
"567","Centaur_(small_Solar_System_body)","172274","","45811","20260319105346"
"568","Planck_scale","172570","","209","20220808093047"
"569","Solar_mass","172987","","14177","20251208033032"
"570","Starwisp","173077","","7840","20241019101827"
"571","Yrjö_Väisälä","173278","","21416","20260308201056"
"572","Whistler_(radio)","173370","","13289","20250525091039"
"573","Small_Magellanic_Cloud","173493","","25232","20260319060427"
"574","Far-infrared_astronomy","173516","","4871","20230917111003"
"575","Ultraviolet_astronomy","173523","","9744","20251215230048"
"576","Hawking_radiation","173724","","51899","20260329005755"
"577","Seyfert's_Sextet","173786","","4801","20260109191257"
"578","Thorne–Żytkow_object","173838","","18504","20260312075411"
"579","Cosmological_principle","173937","","32039","20260103193856"
"580","(29075)_1950_DA","174060","","21966","20260321011050"
"581","Asteroid_impact_avoidance","174069","","129429","20260324081644"
"582","Armillary_sphere","174410","","32531","20260302045412"
"583","Reflection_nebula","174762","","4834","20250828042450"
"584","Emission_nebula","174781","","5975","20250907134530"
"585","Dark_nebula","174823","","4276","20251002135805"
"586","European_Southern_Observatory","175184","","62449","20260307080038"
"587","Magnetic_monopole","175470","","75653","20260320083102"
"588","Beta_Arietis","175754","","15164","20260121192908"
"589","Urbain_Le_Verrier","176356","","20332","20260318034708"
"590","Standard_candle","176382","","237","20250410091458"
"591","Gravity_Research_Foundation","176828","","14564","20260222182612"
"592","Active_galactic_nucleus","177092","","37509","20260220181546"
"593","Space_Telescope_Science_Institute","177098","","29118","20260110063824"
"594","Orion_Nebula","177174","","47101","20260325172615"
"595","Virgo_Supercluster","177434","","25091","20260206003839"
"596","Outer_space","177602","","152167","20260326110055"
"597","IAU_designated_constellations_by_solid_angle","177766","","13264","20250921001313"
"598","First_light_(astronomy)","178238","","2336","20250902071303"
"599","Light-second","178713","","10256","20260210011023"
"600","Tiwanaku","178816","","45116","20251218015724"
"601","Spacelab","179132","","35182","20260203193509"
"602","No-hair_theorem","179260","","12816","20251007092633"
"603","Jean_Baptiste_Joseph_Delambre","179945","","14349","20260110021242"
"604","Karl_Guthe_Jansky","180079","","21812","20260302022133"
"605","Jansky","180090","","10188","20250312083501"
"606","Greisen–Zatsepin–Kuzmin_limit","180236","","17646","20260128153641"
"607","Pavel_Chekov","180437","","17228","20260122055047"
"608","Coma_Berenices","181158","","65809","20260306040003"
"609","Carte_du_Ciel","182353","","16590","20251207164603"
"610","Mach's_principle","182727","","22734","20260216112527"
"611","Teegarden's_Star","182822","","22422","20260206032607"
"612","Galaxy_rotation_curve","183083","","45188","20260105094053"
"613","Sidereus_Nuncius","183601","","21208","20260202161318"
"614","Allan_Hills_84001","183691","","24514","20260318224844"
"615","T_Tauri_star","183932","","8534","20251118145013"
"616","Stellar_wind","183934","","5629","20250621222223"
"617","Cold_dark_matter","183999","","22798","20260121082954"
"618","Biefeld–Brown_effect","184495","","14464","20260324141142"
"619","Uncrewed_spacecraft","184527","","39690","20260206192303"
"620","Summer_Triangle","185046","","5458","20260108182844"
"621","Mars_effect","185290","","15644","20260114002103"
"622","Norma_(constellation)","185763","","35831","20260304082845"
"623","Hindu_astrology","186462","","50117","20260218091459"
"624","Wilkinson_Microwave_Anisotropy_Probe","186468","","51551","20260205094648"
"625","Cosmic_Background_Explorer","186630","","38693","20260323144542"
"626","Omen","186746","","13861","20260310142614"
"627","Micrometeoroid","186821","","16375","20251108074603"
"628","Man_in_the_Moon","187916","","15734","20260220161551"
"629","NGC_6240","188229","","12025","20251112225359"
"630","Thomas_Townsend_Brown","188656","","19217","20251214030920"
"631","Calabi–Yau_manifold","188932","","25206","20260227032143"
"632","Angkor_Wat","189351","","84609","20260325183124"
"633","Hot_dark_matter","189424","","5446","20260123023437"
"634","Biophilia_hypothesis","189429","","27254","20260312073707"
"635","Patrick_Moore","189654","","52297","20260312190815"
"636","Sunrise","190919","","18515","20260314184207"
"637","Dusk","191064","","5121","20251215165322"
"638","Differential_rotation","191710","","9692","20260326075838"
"639","X-ray_binary","191717","","17250","20260124145213"
"640","Planetesimal","192500","","11103","20260213035230"
"641","Ultimate_fate_of_the_universe","192904","","37896","20260303214355"
"642","Planetshine","192905","","14291","20250721044824"
"643","Big_Rip","192989","","11358","20260222142842"
"644","Lynx_(constellation)","193577","","41146","20260305024605"
"645","Sky","195193","","24987","20250318211431"
"646","Newgrange","195217","","55652","20260323034858"
"647","Alexei_Leonov","195645","","46493","20260215190639"
"648","Geomancy","197000","","15368","20260314114548"
"649","Human_spaceflight_programs","198078","","81138","20260325194043"
"650","Hans_Lipperhey","198147","","9020","20260214015043"
"651","Triangulum_Galaxy","198476","","50825","20260315151322"
"652","Emberiza","198492","","23871","20260129142102"
"653","Saiph","199181","","13112","20260205233516"
"654","Massive_compact_halo_object","199940","","9168","20251207173507"
"655","Epoch_(astronomy)","200006","","24168","20260126235458"
"656","Red_supergiant","200011","","34414","20260323164620"
"657","Barycenter_(astronomy)","200716","","17233","20260118011832"
"658","Spotting_scope","201484","","4602","20250703071132"
"659","Monocular","201510","","26337","20260223145042"
"660","Zeiss_(company)","202068","","68072","20260322141909"
"661","Counterweight","202120","","8857","20240106191739"
"662","Stellar_parallax","202661","","22826","20260226195003"
"663","Atmosphere","202899","","65079","20260312005045"
"664","Quark_star","203200","","26048","20260311162031"
"665","W._M._Keck_Observatory","203314","","23305","20260129034931"
"666","George_Willis_Ritchey","203319","","3302","20260213150704"
"667","List_of_telescope_types","203376","","6192","20260125200054"
"668","3C_273","204037","","16127","20260327022206"
"669","Anti-satellite_weapon","205324","","61705","20260208164953"
"670","Inex","205489","","10205","20260319201054"
"671","Exeligmos","205490","","11112","20260328015104"
"672","Friedrich_Georg_Wilhelm_von_Struve","205510","","13626","20260306100930"
"673","List_of_meteor_showers","205540","","10892","20260308232619"
"674","Zenithal_hourly_rate","205558","","3646","20260129222020"
"675","Wolf_359","205659","","41874","20260206032636"
"676","Lalande_21185","205665","","33454","20260221044949"
"677","Gliese_887","205666","","17217","20260312200002"
"678","Ross_154","205670","","15982","20260310191812"
"679","Ross_248","205671","","16942","20260307233430"
"680","Ross_128","205672","","26483","20260206032531"
"681","Kapteyn's_Star","205700","","25103","20260206032401"
"682","Epsilon_Indi","205702","","33285","20260318140841"
"683","Achernar","205710","","24734","20260130051022"
"684","Mimosa_(star)","205718","","20551","20260310171749"
"685","Beta_Centauri","205719","","20719","20260310171645"
"686","Regulus","205721","","37092","20260320060202"
"687","American_Rocket_Society","205954","","3775","20251203190348"
"688","Schwarzschild_radius","206115","","24789","20260323174055"
"689","Night","206119","","89702","20260305033042"
"690","Big_Crunch","206122","","24018","20260327230805"
"691","What_If_the_Moon_Didn't_Exist","206386","","2500","20250718224452"
"692","Astronomical_object","206542","","29305","20260316114606"
"693","NGC_2264","206614","","7720","20250618044741"
"694","NGC_7742","206618","","6701","20251113035314"
"695","Johann_Gottfried_Galle","206620","","9630","20251125014947"
"696","George_O._Abell","206631","","38165","20260302002104"
"697","Helix_Nebula","206634","","19156","20260226060231"
"698","H_II_region","206947","","36092","20260328032021"
"699","Magi","207217","","31125","20260308061634"
"700","Microquasar","207384","","4551","20260317215137"
"701","Blue_straggler","207397","","12828","20250805100504"
"702","Photometry_(astronomy)","207560","","30620","20260322044504"
"703","Cassiopeia_(constellation)","207685","","43017","20260304082649"
"704","Compact_object","207820","","21048","20260313173112"
"705","Radial_velocity","207833","","14597","20260325223307"
"706","Caroline_Herschel","207843","","40208","20260325150737"
"707","Messier_marathon","207845","","5223","20250301224232"
"708","Hipparcos","207964","","62367","20251118234656"
"709","Boomerang_Nebula","208467","","19160","20260318100948"
"710","Optical_window","208572","","6513","20260227155929"
"711","Non-standard_cosmology","208656","","36316","20260213073759"
"712","CoRoT","208691","","133610","20260301032200"
"713","The_Astronomical_Journal","208701","","5219","20260106005704"
"714","Spaceguard","208721","","15674","20260124200116"
"715","Eddington_luminosity","208810","","32808","20260216071248"
"716","Noon","209005","","8983","20260327184432"
"717","The_Astrophysical_Journal","209297","","9462","20251221140116"
"718","Perseids","209440","","28600","20260210034847"
"719","Perseus_(constellation)","209441","","46795","20260102120702"
"720","Perseus","209446","","39967","20260328123004"
"721","Coalsack_Nebula","209546","","6774","20260313103601"
"722","Auriga","209960","","96933","20251207002739"
"723","Crater_(constellation)","210880","","40528","20260306041807"
"724","Solar_luminosity","210900","","6645","20250317211211"
"725","Quadrantids","211131","","13871","20250911162545"
"726","Radio_galaxy","211168","","26987","20251205004709"
"727","Vulpecula","211517","","14956","20260328223016"
"728","Circinus","211816","","32514","20260301183211"
"729","Volans","211818","","8868","20260115123031"
"730","Reticulum","211819","","9413","20260115124607"
"731","Pictor","211820","","41996","20260301184618"
"732","Lacerta","211821","","8268","20260305024534"
"733","Musca","211825","","45045","20260301184045"
"734","Leo_Minor","211826","","40772","20260306152139"
"735","Columba_(constellation)","211828","","10682","20260114132556"
"736","Horologium_(constellation)","211830","","28775","20260301075838"
"737","Indus_(constellation)","211833","","11189","20260218001745"
"738","Twinkling","212146","","7228","20260304124331"
"739","Nebular_hypothesis","212374","","77275","20260102203513"
"740","Pegasus_(constellation)","212523","","39541","20260304033356"
"741","Minor-planet_moon","212598","","131011","20260325002323"
"742","Superluminous_supernova","212764","","24907","20260207040315"
"743","Corvus_(constellation)","213454","","52828","20260306043037"
"744","Hydra_(constellation)","213468","","17576","20260324030807"
